course_name,course_url,grading_basis,grading_trend,enrollment_trend,recent_reviews
PSY 269,https://ucsbplat.com/curriculum/class/FALL%202025%2045492,Letter Grade,"[""A"", ""A""]","[20, 5]","[""There's only two exams. Imo the reader questions that are on the exams are very straightforward. Questions I missed were on the lecture material so make sure you attend lecture because he does mention test material that aren't explicitly stated in the slides since his slides are very minimal. Great professor to talk to in office hours! Very smart."", ""I loved taking this class! There was a LOT of reading however the content is accessible and the testing material is made clear. Lectures were also incredibly interesting! Professor Janusonis is very considerate of his students, helpful in office hours, and an overall great professor deserving more recognition""]"
EEMB 194T,https://ucsbplat.com/curriculum/class/FALL%202025%2018473,Letter Grade,"[""A"", ""A""]","[5, 5, 10, 8]","[""Dr. Kuris is a funny and well respected professor, his lectures are engaging and always super interesting. Lab practicals are very hard and require a TONNN of time put into studying, but if you put the work in it will be VERY rewarding. Not an easy class, but I would still recommend taking it.""]"
MATH 6A,https://ucsbplat.com/curriculum/class/FALL%202025%2031302,Letter Grade,"[""A"", ""A""]","[118, 22]",[]
CLASS 598,https://ucsbplat.com/curriculum/class/FALL%202025%2007336,Letter Grade,[],"[5, 6]",[]
PHYS 260G,https://ucsbplat.com/curriculum/class/FALL%202025%2040907,Pass/No Pass,[],"[30, 6, 15, 5]",[]
PORT 195,https://ucsbplat.com/curriculum/class/FALL%202025%2042242,Letter Grade,[],"[7, 50]",[]
SOC 185G,https://ucsbplat.com/curriculum/class/FALL%202025%2051144,Letter Grade,"[""A"", ""A""]","[90, 82, 75]","[""There aren't any words I can describe this class, I extremely love this class, wish I could take her for my entire UCSB year, even know I have struggles regarding the environment, identity, registration but from her class, I feel passion, relatable, kind, and love if you just talk with her, she will always answer and solve a problem that you have."", ""The professor reads of the powerpoint slides and is usually on topic. There is a lot a group project homework so it will depend on your group partners to do well in the class. She is reasonable about turning in some late work but would recommend not to try it, Lots of articles to read so be ready and she does have a strong accent but understandable"", ""Can\u2019t stress enough how good this class is!! Not a ton of work, it has a clear format every week. Lots of group work but I didn\u2019t mind it because we fell into a routine. The professor is nice and her lectures and interesting. The readings aren\u2019t really necessary except for the final paper""]"
PSTAT 100,https://ucsbplat.com/curriculum/class/FALL%202025%2058495,Letter Grade,"[""A"", ""A""]","[100, 25, 25, 25]",[]
WRIT 290AA,https://ucsbplat.com/curriculum/class/FALL%202025%2073304,Letter Grade,[],[],"[""Dr. Harris was a delight to have for 109HP this quarter. If you're lucky enough to get into this class, you'll benefit from the ethical discussions about healthcare for intellectual stimulation as well as benefitting from feedback on your first professional medical/nursing school mock interview, personal statement, and resume. One of the sweetest!""]"
EARTH 160,https://ucsbplat.com/curriculum/class/FALL%202025%2012161,Pass/No Pass,[],"[24, 10]","[""Enjoyed this class a lot. Dives into scientific literature which really helped me to understand how to read and digest papers.""]"
PSY 1,https://ucsbplat.com/curriculum/class/FALL%202025%2044479,Letter Grade,"[""A"", ""A""]","[836, 28, 30]","[""I think I've become a lesbian just for German.""]"
MUS 118A,https://ucsbplat.com/curriculum/class/FALL%202025%2064030,Letter Grade,"[""C"", ""C""]","[120, 10]",[]
INT 186AE,https://ucsbplat.com/curriculum/class/FALL%202025%2061119,Pass/No Pass,[],"[10, 11]","[""This class had a lot of busy work that in the end didn't really help with the final assignment. Her lectures were not very easy to follow but you can access them online afterwards. She does use location based iclicker for attendance"", ""SO MUCH BUSY WORK and you get no feedback. not a lot of clear criteria about the research proposal so it has been difficult writing it. the individual exams are also very difficult but she is a great professor."", ""This class is very unorganized and the lectures are all over the place. Most of the content reviewed in lecture wasn't helpful for the final paper that is worth 35% of the grade. The final paper was very confusing and time-consuming.""]"
CHEM 196,https://ucsbplat.com/curriculum/class/FALL%202025%2054916,Letter Grade,"[""A"", ""A""]","[12, 7]","[""This professor assigns math-heavy homework for chem majors. However, during his office hours, he struggles to smoothly calculate even the second derivative when providing examples. TAs are much more helpful than him. You should take advantage if you have to take the class: he might award you an 'A' even if your grade is B if you satisfy his egotism"", ""There's a lot of negative reviews for this professor, but when the alternative professor is Bowers - widely regarded as a very mean professor - Vojtech is actually a very good prof. He cares about students a lot, and is very passionate about the material, which is nice to see. Hard exams, but as typical with chem - there will be a big curve!""]"
EEMB 188RE,https://ucsbplat.com/curriculum/class/FALL%202025%2018424,Letter Grade,"[""A"", ""A""]","[15, 5, 15]",[]
ES 1- 99,https://ucsbplat.com/curriculum/class/FALL%202025%2021253,Pass/No Pass,[],"[21, 21, 9, 10]","[""Best class I have taken at UCSB, no doubt. Great professor, great class. If you find it uninteresting or too challenging, then you are just simply incompetent."", ""Professor Silva is just awesome. I liked his approach to the class. Basically, discussed readings and did a couple of papers. He knows how to get a student to think. Overall, such a great professor.""]"
PORT 4,https://ucsbplat.com/curriculum/class/FALL%202025%2042184,Letter Grade,"[""B"", ""B+""]","[7, 22]",[]
CHEM 262A,https://ucsbplat.com/curriculum/class/FALL%202025%2006510,Letter Grade,"[""B"", ""A""]","[5, 6, 6]","[""Back when I took this class, he got mad at me for asking questions in his class during an inverted classroom setup. Like &#8220;omg you don't know that?&#8221;. YES. That's why I'm asking the fricken question. \n\nAlso was disrespectful in office hours. \n\nGuy has an ego as well.""]"
ED 360F,https://ucsbplat.com/curriculum/class/FALL%202025%2016840,Pass/No Pass,[],"[24, 24]",[]
EEMB 292,https://ucsbplat.com/curriculum/class/FALL%202025%2056309,Pass/No Pass,[],"[11, 10]","[""Amazing professor, would recommend. Also had her for EEMB 3 and she was great!"", ""I was waitlisted for this class. Dr. Shay is the reason why I was able to get off the waitlist. She went straight to the department for a whole week trying to allow more students to take her class. She is truly amazing. Quizzes every week (relatively easy), sections were so much fun, and two essays. One of the easiest EEMB courses at UCSB.""]"
ECON 136B,https://ucsbplat.com/curriculum/class/FALL%202025%2015529,Letter Grade,"[""B-"", ""A""]","[70, 70, 58, 23]","[""I took 136B and C with her and it's tough but doable. Go to lecture pay attention, do the homework, and practice the in class handouts over and over to prep for test as I believe 2/3 of the test is the short answer that she usually takes from those. She is a bit abrasive when answering questions at times, but class is doable.""]"
CHIN 4,https://ucsbplat.com/curriculum/class/FALL%202025%2006742,Letter Grade,"[""A"", ""A+""]","[18, 26]",[]
EARTH 105,https://ucsbplat.com/curriculum/class/FALL%202025%2011932,Letter Grade,"[""B+"", ""A-""]","[71, 23, 23]","[""In EARTH 105 He obviously knows a lot of information, but seems to be annoyed if you don't understand the material. It is very hard to understand the lectures and little details matter. If you miss lectures you're screwed and the quizes hold a ton of weight in the class. This is definitely not an easy course and i wish i took something else."", ""Took his honors seminar class this semester (by accident) about environmentalism and climate warming/geology.  \nHe took time to meet with every single student for the final project and make pre-made presentations for each topic. Great professor-- passionate about his topic, ended up loving the class :)"", ""Earth 124I He tests you on obscure material that he \""mentioned\"" once. Lectures are confusing, he is not helpful in office hours, and he is frankly condescending. The content of biogeochemical isotopes is fascinating but I would never take a class with him. He should not be a professor with the lack of respect and disregard he has for his students.""]"
EEMB 2LL,https://ucsbplat.com/curriculum/class/FALL%202025%2017418,Letter Grade,"[""A+"", ""A+""]","[24, 24]",[]
MCDB 229,https://ucsbplat.com/curriculum/class/FALL%202025%2034561/5,Letter Grade,"[""A-"", ""B""]","[15, 6]","[""Herb seems like an okay guy, but his class is brutal. His lectures suck, no rhythm and overly complex. If this class is not required DO NOT TAKE. I was lost for most of the lectures, but understood homework thanks to the TA. His take home exams are 40+ hours each, and he grades pretty difficult too. On the upside there's a fat curve.""]"
MCDB 1B,https://ucsbplat.com/curriculum/class/FALL%202025%2033050,Letter Grade,"[""A"", ""A""]","[160, 72, 88]","[""reminds me of that one guy from young sheldon. tests were fair and lectures were interesting. just put in the effort and youll be fine. would take again""]"
